date,customerId,firstName,lastName,phone,email,gender,address,is_active
2022-09-11,CU533024007324,Randall,Reid,(774) 712-9213,gipodfub@jihli.it,Male,186 Amiki Highway,TRUE
2022-09-11,CU543124250160,Ada,Greene,(242) 363-2057,vucgonez@dota.bg,Male,1409 Vugfu Pass,TRUE
2022-09-11,CU517051633036,Zachary,Pope,(538) 398-4831,singotef@elu.tr,Female,1203 Vofes Park,TRUE
2022-09-11,CU599343502124,Luke,Walker,(351) 283-9093,lahsi@jugpenfo.bz,Male,137 Nuzoc Trail,TRUE
2022-09-11,CU548484133660,Russell,Lindsey,(329) 833-8882,bah@mu.bi,Male,1673 Jumce Place,TRUE
2022-09-11,CU584374883060,Sarah,Pratt,(749) 847-1937,keil@setojeuc.cn,Female,945 Luksac Junction,TRUE
2022-09-11,CU550342168448,Minerva,Lamb,(607) 595-6538,sabme@joconu.ck,Male,1405 Else Highway,TRUE
2022-09-11,CU553446861060,Henrietta,Benson,(625) 215-2423,ozso@vasmemif.ee,Female,1605 Looh Path,TRUE
2022-09-11,CU570692341124,Louis,Carr,(753) 860-7858,ra@niru.gs,Female,105 Fafa Junction,TRUE
2022-09-11,CU534993322224,Hilda,Colon,(356) 530-8796,zo@fatzuoha.gy,Female,662 Dora Drive,TRUE
2022-09-11,CU590622009636,Hilda,Pittman,(983) 831-2469,wama@ofu.nc,Female,1384 Zehep Mill,TRUE
2022-09-11,CU535605085836,Hattie,Guerrero,(207) 576-7001,mi@gialef.pw,Female,1700 Nete Extension,TRUE
2022-09-11,CU525447367460,Melvin,Quinn,(762) 799-8771,me@sibpi.id,Female,100 Soleh Pass,TRUE
