date,customerId,firstName,lastName,phone,email,gender,address,is_active
2022-09-10,CUS14848261836,Ernest,Erickson,(825) 833-7949,mo@ru.ai,Male,974 Mibri Trail,TRUE
2022-09-10,CUS42283414136,Christina,Lane,(741) 303-2364,dat@geak.mg,Female,823 Alluk Park,TRUE
2022-09-10,CUS47646753012,Betty,Stanley,(525) 908-4836,ogtozus@zaz.it,Male,1435 Wegnuz Loop,FALSE
2022-09-10,CUS12145041636,Kevin,Hodges,(837) 800-5287,vanonhe@cige.lv,Male,1743 Vopu Lane,FALSE
2022-09-10,CUS70214860460,Jayden,Mann,(533) 918-4700,pogizzuv@vujbovfow.uz,Female,1167 Gina Pass,TRUE
2022-09-10,CUS85201800724,Madge,Pena,(671) 419-6731,doshi@ne.gb,Male,444 Injag Court,TRUE
2022-09-10,CUS32053231236,John,Carr,(860) 908-6185,bu@puge.cc,Male,1085 Recmu Circle,TRUE
2022-09-10,CUS80921864824,Jackson,Porter,(931) 729-3261,didofi@jop.kp,Female,1633 Butiz Glen,TRUE
2022-09-10,CUS75053082948,Cecilia,Berry,(219) 506-6920,pudvi@pessip.li,Male,384 Etuuc Pass,TRUE
2022-09-10,CUS53043186360,Marie,Stevens,(262) 383-1867,ke@fuwato.sh,Male,965 Laet Street,FALSE
2022-09-10,CUS74356023848,Rose,Hammond,(447) 994-4505,hup@bub.an,Male,1477 Paumo Boulevard,FALSE
2022-09-10,CUS89241188824,Gilbert,Jenkins,(761) 725-8148,menmo@dik.ne,Male,75 Ilerel Highway,FALSE
2022-09-10,CUS65198797236,Dylan,Wise,(270) 879-1791,obgut@ogowi.bv,Male,473 Ifacec Court,TRUE
2022-09-10,CUS62115425112,Jessie,Jones,(570) 541-5317,rip@cu.uk,Male,1614 Tucuc Park,TRUE
2022-09-10,CUS13474221124,Lydia,Bennett,(718) 521-5335,utefagid@hi.ro,Male,1306 Couju Parkway,FALSE
2022-09-10,CUS84921694112,Lucinda,Flores,(657) 672-3381,ivwerweh@izuzud.me,Male,1165 Jupsu Boulevard,TRUE
2022-09-10,CUS71928330836,Alex,Griffin,(539) 536-4362,gas@jofamune.kg,Female,1974 Wowuw Manor,FALSE
2022-09-10,CUS39946493560,Bradley,Watkins,(541) 898-2617,oge@ersohok.au,Male,963 Betzo Turnpike,FALSE
2022-09-10,CUS33086239236,Florence,Chavez,(543) 820-2239,ez@jihci.bt,Male,885 Johwa Plaza,FALSE
2022-09-10,CUS12821949448,Violet,Payne,(834) 509-3639,bidenwov@kehos.pn,Male,1138 Kazder Avenue,TRUE
2022-09-10,CUS17938956248,Curtis,Davidson,(910) 428-9267,anu@dedun.ga,Female,687 Rogu Pass,TRUE
2022-09-10,CUS93377940736,Madge,Lyons,(360) 953-5831,de@huh.dj,Female,1601 Ewnu Ridge,FALSE
2022-09-10,CUS53470256148,Charles,McKenzie,(236) 848-2554,diwcoz@nuldan.vc,Male,1496 Iguja Pass,TRUE
2022-09-10,CUS11637585060,Derrick,Hoffman,(288) 816-5805,karera@ga.ao,Male,257 Podo Manor,TRUE
2022-09-10,CUS31654709824,Carrie,Logan,(322) 659-3194,lesoluw@nagup.gov,Male,1446 Koma Extension,TRUE
2022-09-10,CUS62893576448,Katie,Cox,(667) 427-4880,cul@holtus.zm,Male,680 Kocpim Center,TRUE
2022-09-10,CUS81232864336,Olivia,Haynes,(417) 888-7416,segrihte@toveja.fm,Female,552 Mipu Point,FALSE
2022-09-10,CUS25834913836,Leon,Farmer,(380) 848-6266,lit@co.pl,Male,1326 Ejweh Park,TRUE
2022-09-10,CUS50942611360,Rachel,Carroll,(545) 822-5929,cubrawafa@pagwef.az,Female,747 Onji Mill,TRUE
2022-09-10,CUS54692308136,Dorothy,Guzman,(962) 330-1654,zu@pemfig.fi,Male,1041 Fegu View,TRUE
2022-09-10,CUS69525248260,Edgar,Sullivan,(458) 608-2325,gotviv@dut.lc,Male,1857 Sudmos Drive,TRUE
2022-09-10,CUS95712445936,Isaiah,Carlson,(276) 301-9533,vecpe@ro.ma,Female,31 Sepve Loop,FALSE
2022-09-10,CUS52143820360,Lewis,Bradley,(801) 602-2037,noz@mouz.cm,Female,1400 Wugo River,FALSE
2022-09-10,CUS60425823660,Francis,Day,(335) 594-6180,daguaw@bet.kz,Female,700 Ezbu Path,FALSE
2022-09-10,CUS64144278224,Willie,Tucker,(758) 455-5530,tujeseki@mu.sl,Male,281 Kago View,TRUE
2022-09-10,CUS79593547236,Justin,Morrison,(563) 675-9423,po@haguj.ng,Male,366 Itnil Trail,FALSE
2022-09-10,CUS60014216960,Maurice,Daniels,(945) 331-1085,fuh@molivjuv.cv,Female,1234 Kolapu Circle,FALSE
2022-09-10,CUS32481559924,Effie,Frazier,(250) 734-9543,jawtokli@taso.cy,Male,592 Naze Way,TRUE
2022-09-10,CUS77590444460,Jackson,Potter,(600) 689-6584,inut@otu.com,Male,489 Ivaak Place,FALSE
2022-09-10,CUS30083716212,Dora,Holloway,(328) 307-3788,kapbipok@bojuzwaz.ws,Female,764 Zibjep Parkway,FALSE
2022-09-10,CUS44792763248,Virginia,Hammond,(940) 901-8061,wozcous@vow.tf,Female,1340 Nila Court,FALSE
2022-09-10,CUS92690535648,Herman,Wolfe,(925) 907-4453,oc@cug.im,Male,1983 Lauma View,TRUE
2022-09-10,CUS79208039636,Maude,Martinez,(582) 565-6399,gefvabik@azoadotow.bq,Male,847 Gigzug Path,FALSE
2022-09-10,CUS45923741524,Margaret,Greer,(816) 362-4781,vopolmo@rege.bv,Male,220 Jufoj Ridge,FALSE
2022-09-10,CUS23700290548,Dale,Bailey,(566) 908-4143,unaju@kotaik.jm,Female,863 Heag Grove,TRUE
2022-09-10,CUS67714055460,Ian,Gross,(611) 832-4037,zalgit@tivsal.gn,Male,786 Kamdub Place,FALSE
2022-09-10,CUS60130130448,Gussie,Nash,(458) 346-8648,kokhigeb@davu.np,Male,347 Vagi Heights,TRUE
2022-09-10,CUS66457498436,Lucy,Henry,(686) 714-3556,ko@wazelmo.nl,Male,433 Povi Street,FALSE
2022-09-10,CUS77091869748,Olivia,Turner,(512) 392-8021,cahuagi@as.it,Male,1416 Iweheb Glen,TRUE
2022-09-10,CUS73631951948,Jay,McCarthy,(732) 889-2013,anseroz@le.vn,Female,370 Nipbat Path,TRUE
2022-09-10,CUS19729519460,Curtis,Adkins,(565) 331-2887,lekhe@labenma.tf,Female,727 Woeno Manor,FALSE
2022-09-10,CUS61541994124,Emma,Holland,(785) 739-1119,owtikta@ardow.iq,Female,1393 Sozgac Drive,FALSE
2022-09-10,CUS79219210936,Micheal,Logan,(589) 938-5708,juki@peh.us,Male,976 Rudu Lane,FALSE
2022-09-10,CUS48814235248,David,Carroll,(251) 312-3105,ho@caso.io,Male,37 Deotu Street,TRUE
2022-09-10,CUS65231912660,Steve,Reyes,(922) 456-3356,mukvi@epko.ag,Male,1350 Hemar Glen,TRUE
2022-09-10,CUS63819971424,Jacob,Mendez,(203) 877-5142,peto@nij.tl,Female,556 Nigiw Drive,FALSE
2022-09-10,CUS26936473848,Lola,Chapman,(510) 670-4545,lopgu@fefew.sh,Female,1630 Sodof Turnpike,FALSE
2022-09-10,CUS74927826536,Sylvia,Jones,(558) 268-8450,komartis@efbe.pl,Female,1432 Nuici Glen,FALSE
2022-09-10,CUS34424004348,Lloyd,Larson,(443) 393-5967,ibagov@tapsu.vc,Male,897 Apaar Key,FALSE
2022-09-10,CUS46465675224,Louisa,Lambert,(200) 584-7344,mo@koratcel.bm,Male,1395 Utfiz Park,TRUE
2022-09-10,CUS81748366436,Millie,Perkins,(773) 259-6738,we@saraw.mk,Male,1353 Kigbo Key,TRUE
2022-09-10,CUS82714489836,Rachel,Gutierrez,(964) 386-6663,wi@hamzu.tp,Male,1306 Varoj Pike,FALSE
2022-09-10,CUS85362221912,Francis,Wheeler,(737) 980-6797,bo@balafo.cw,Female,1015 Hazpim Manor,TRUE
2022-09-10,CUS81984786912,Blake,Clarke,(486) 619-4923,unbel@meptugu.ir,Female,839 Hawkud Loop,TRUE
2022-09-10,CUS34225552648,Eva,Maxwell,(210) 349-3250,rakerwa@lo.pm,Female,1394 Hasosa Mill,TRUE
2022-09-10,CUS94751495360,Chad,Cain,(377) 481-6832,pouwzoz@wunkog.bt,Female,399 Nege Court,TRUE
2022-09-10,CUS81253003836,Jose,Moore,(933) 546-2713,nile@relif.mw,Female,1707 Durov Manor,FALSE
2022-09-10,CUS18283823836,Addie,Holmes,(260) 662-8374,kam@tivapej.im,Male,631 Falesu Parkway,TRUE
2022-09-10,CUS85208247348,Rebecca,Cooper,(839) 381-2244,uwcud@romrefzi.fk,Female,1944 Ulson Road,TRUE
2022-09-10,CUS27389614948,Harriet,Obrien,(947) 444-6535,up@si.pa,Female,1067 Nani Grove,TRUE
2022-09-10,CUS56786497836,Jack,Sims,(457) 684-8393,venujban@jet.iq,Female,130 Doemu Ridge,TRUE
2022-09-10,CUS14670641224,Miguel,Vega,(249) 280-7401,emuma@vot.sy,Female,1003 Pikwa Court,FALSE
2022-09-10,CUS61640435936,Blake,Stevens,(305) 455-8601,wu@noliov.pn,Male,29 Wohuz Point,TRUE
2022-09-10,CUS83996534948,Mark,Allison,(275) 906-4284,giusu@bawhigeg.kh,Female,881 Kate Drive,FALSE
2022-09-10,CUS12842690736,Cornelia,Barnes,(284) 502-4117,omumompi@reve.kp,Female,1970 Zarbu Avenue,FALSE
2022-09-10,CUS35975347124,Maud,Howard,(676) 403-5838,ibvo@caw.kg,Male,1565 Potez Loop,FALSE
2022-09-10,CUS25759696224,George,Robinson,(428) 547-6785,ugi@tu.kr,Female,555 Votdo Road,FALSE
2022-09-10,CUS94159437524,Susie,Reese,(460) 895-4004,fe@wuasta.ne,Female,1246 Lozi Lane,FALSE
2022-09-10,CUS12470881848,Cornelia,Malone,(727) 474-6747,majatcu@zo.am,Female,1394 Mavez Key,TRUE
2022-09-10,CUS45990231536,George,Kelley,(482) 985-9240,bubad@beow.zm,Female,882 Nopki Point,TRUE
2022-09-10,CUS84634841924,Andrew,Watts,(739) 236-4983,pazcujupe@ife.kz,Male,1085 Bupup Highway,FALSE
2022-09-10,CUS70449387060,Garrett,Myers,(338) 606-5676,bum@gib.qa,Female,939 Itfuc View,TRUE
2022-09-10,CUS36312590112,Maggie,McCarthy,(266) 331-3424,zolsuczi@kasabciz.by,Male,1592 Modta Circle,TRUE
2022-09-10,CUS55138021524,Mark,Fuller,(635) 473-2679,cohvebir@adzotco.ru,Male,504 Ewbej Place,TRUE
2022-09-10,CUS57601997036,David,McKinney,(416) 652-3040,amaro@ewakorji.lc,Male,887 Bodu Mill,TRUE
2022-09-10,CUS65715308648,Eddie,Clayton,(523) 297-9514,sulo@nuzwev.su,Male,1904 Furci Park,TRUE
2022-09-10,CUS21764844736,Bernard,Santos,(519) 960-9570,ecaduwnij@rasizake.mh,Female,14 Pimo Turnpike,TRUE
2022-09-10,CUS28307980236,Gabriel,Torres,(451) 956-4002,jon@id.mm,Male,1975 Getduj Square,TRUE
2022-09-10,CUS92478231548,Landon,Mitchell,(346) 691-5899,te@veokiji.pg,Male,1238 Rafcaf Square,FALSE
2022-09-10,CUS30741220048,Theresa,Phelps,(647) 881-2729,ehowus@rucu.cy,Male,1389 Kesu Point,TRUE
2022-09-10,CUS27307824548,Walter,Santos,(826) 215-4368,dic@pufrahow.cd,Female,1705 Lofer Pike,TRUE
2022-09-10,CUS85540122324,Alejandro,Lamb,(969) 686-3080,sodehif@ticipfog.ky,Male,1231 Vevpi Point,FALSE
2022-09-10,CUS71673759136,Cole,Bishop,(940) 786-9944,tujejni@beodaez.mx,Female,255 Afesa Place,FALSE
2022-09-10,CUS51492534748,Nell,Willis,(786) 526-3310,newap@pi.ca,Male,203 Vanej Terrace,TRUE
2022-09-10,CUS89391537436,Eunice,Nash,(208) 668-6822,tazjo@aruepa.bj,Female,735 Mohah Loop,FALSE
2022-09-10,CUS34414342248,Hulda,Adams,(222) 673-6975,firiduge@hetut.edu,Female,1631 Ihiapo Place,FALSE
2022-09-10,CUS85306867636,Winnie,Ruiz,(343) 854-2147,oromeblew@guh.br,Male,40 Porven Path,TRUE
2022-09-10,CUS41620091136,Lulu,Peters,(534) 446-5876,depbe@dojnef.jm,Female,819 Soeni Circle,FALSE
2022-09-10,CUS76431995424,Carrie,Lambert,(428) 505-4505,ajipoza@fu.tg,Female,24 Kenvo Place,TRUE
2022-09-10,CUS49043256712,Claudia,Wallace,(402) 598-8890,gehuvo@maw.an,Female,1176 Retev Terrace,TRUE
2022-09-10,CUS72455911636,Harvey,Norman,(564) 302-7656,wikko@cor.in,Female,861 Ninwaj Key,FALSE
2022-09-10,CUS76323650536,Allen,Holmes,(604) 342-7890,pidufi@nilwud.tw,Male,580 Apfe Extension,FALSE
2022-09-10,CUS88981383060,Addie,Phelps,(218) 263-7948,colpa@tiuztuh.cl,Male,1920 Logije Street,TRUE
2022-09-10,CUS39932475860,Rosetta,Phillips,(431) 493-8162,bojvinehe@gidlilce.ir,Female,1447 Senu Street,FALSE
2022-09-10,CUS71061600236,Cynthia,Wilkerson,(812) 432-7698,ipe@nonuc.by,Male,1392 Pebup Junction,TRUE
2022-09-10,CUS82902204048,Roxie,Jimenez,(965) 648-7651,ewuapi@ela.sx,Female,383 Sedi Pass,FALSE
2022-09-10,CUS23794627236,Joe,Williamson,(310) 678-5481,napekkuf@pejieme.gov,Female,1392 Fecgop Pike,FALSE
2022-09-10,CUS26387189924,Herbert,Cruz,(229) 920-9093,diwi@ne.aw,Female,1471 Petgic Pass,TRUE
2022-09-10,CUS21448600660,Daisy,Reid,(233) 586-9007,vazo@pukni.bs,Male,1545 Wahsi Way,FALSE
2022-09-10,CUS28359059636,Adam,Gray,(531) 859-4029,mucdaoge@sid.mt,Female,1049 Fahim Trail,FALSE
2022-09-10,CUS24876535024,Georgia,Chavez,(410) 755-9301,itjotot@biat.ac,Male,1225 Utovuv Ridge,FALSE
2022-09-10,CUS99969648836,Cameron,Ward,(481) 537-9300,wa@nod.sd,Female,1094 Lini Turnpike,TRUE
2022-09-10,CUS24088924924,Sean,Blair,(453) 389-1311,modlitoz@caz.ni,Female,99 Kule Point,TRUE
2022-09-10,CUS47235345848,Lucinda,Warner,(485) 806-4396,sozzap@vocabuga.pw,Female,781 Buzis Drive,FALSE
2022-09-10,CUS91785706260,Clifford,Carson,(378) 382-3215,ci@bimfekzav.jo,Male,857 Tazag Ridge,FALSE
2022-09-10,CUS43761020324,Jordan,Castro,(378) 480-8002,vizzu@dugnucub.sc,Female,1320 Zalheg Mill,TRUE
2022-09-10,CUS34209759536,Lura,Wolfe,(338) 681-8065,wan@fid.tj,Male,824 Cazi Terrace,FALSE
2022-09-10,CUS25686497124,Delia,Strickland,(644) 750-5524,jusliwij@jutcud.gs,Male,133 Jetoj Turnpike,FALSE
2022-09-10,CUS82975290836,Chris,Burgess,(572) 267-4836,no@wic.gq,Male,165 Asufo Ridge,FALSE
2022-09-10,CUS73405113548,Gregory,Oliver,(776) 220-2573,vedpieco@boc.sn,Male,1056 Wudo Manor,TRUE
2022-09-10,CUS35971660324,Ora,Peters,(554) 825-9282,le@ku.ro,Male,1612 Torej Plaza,TRUE
2022-09-10,CUS39918967036,Amanda,Mitchell,(306) 343-3072,sudecfi@tufpoge.kw,Male,5 Suece Park,FALSE
2022-09-10,CUS92282838424,Jennie,Rodgers,(255) 623-3434,is@tekwiab.nz,Male,1291 Donos Avenue,FALSE
2022-09-10,CUS60872957536,Nora,Murray,(312) 778-6517,ogror@terackec.uk,Female,443 Disik Ridge,TRUE
2022-09-10,CUS68788176736,Lydia,Perry,(239) 344-4559,gowanpub@ne.re,Male,746 Ijopej Ridge,TRUE
2022-09-10,CUS54257324424,Cora,Chapman,(336) 228-5454,va@wi.gw,Female,322 Urgig Highway,TRUE
2022-09-10,CUS84628605936,Donald,Powers,(249) 911-5766,meb@zo.jp,Female,1422 Tucdem Ridge,TRUE
2022-09-10,CUS96773979748,Blanche,Bishop,(703) 510-6606,wab@ep.at,Female,160 Davat Plaza,FALSE
2022-09-10,CUS29266396048,Elva,Hardy,(384) 555-1094,wipatos@ka.tw,Female,1678 Vaajo Center,TRUE
2022-09-10,CUS29438435436,Duane,Nunez,(443) 486-8936,ugjaguj@dud.lk,Male,1765 Womtok Drive,TRUE
2022-09-10,CUS27921573560,Danny,Franklin,(580) 261-7492,afadem@rokil.gn,Female,1505 Ehewa Highway,TRUE
2022-09-10,CUS72587739024,Alberta,Cummings,(734) 441-7130,kusake@lin.lk,Male,1940 Nomjot Heights,TRUE
2022-09-10,CUS32300148636,Jennie,Lyons,(453) 968-7005,biw@lahwadti.net,Female,233 Noval Loop,FALSE
2022-09-10,CUS78724169460,Mattie,Bridges,(555) 515-6777,ciebto@hodirul.tm,Female,54 Mogeb Point,FALSE
2022-09-10,CUS30839777436,Julia,Hanson,(231) 451-8940,jifudoki@tefoas.org,Female,1361 Mafo Terrace,TRUE
2022-09-10,CUS12067588648,Cody,Miles,(424) 934-7859,itunu@li.nc,Male,174 Ocawin Center,TRUE
2022-09-10,CUS30883961648,Nelle,Pearson,(975) 561-2251,newgep@ucesaji.br,Male,1799 Rego Lane,FALSE
2022-09-10,CUS94394525660,Olivia,Hunter,(969) 526-2694,ero@aspowa.to,Female,305 Zufde Trail,TRUE
2022-09-10,CUS22175171548,Bernard,Bishop,(518) 883-6934,ci@kerite.vn,Male,203 Cije Pass,TRUE
2022-09-10,CUS32883201036,George,Cox,(423) 533-4762,beeja@kidisi.gm,Male,1628 Somjir Court,FALSE
2022-09-10,CUS65737102048,Viola,Simpson,(541) 921-7681,refov@evepaj.tt,Female,1476 Puge Highway,TRUE
2022-09-10,CUS85173945648,Ella,Hogan,(259) 915-8327,hikje@tuucu.pw,Male,1158 Buis Extension,TRUE
2022-09-10,CUS87855694648,Lelia,Ward,(965) 469-6189,ruj@ned.ar,Male,234 Duori Park,FALSE
2022-09-10,CUS61377092636,Blanche,Wolfe,(241) 910-6127,nec@wehto.gb,Male,1597 Jagej Lane,FALSE
2022-09-10,CUS23725240860,Jose,McCarthy,(576) 775-6418,keezgi@cobobsez.td,Male,370 Zoko Court,FALSE
2022-09-10,CUS63810025324,Lura,Roy,(741) 348-3132,je@wi.tr,Female,1313 Fevdad Avenue,TRUE
2022-09-10,CUS75089185736,Lina,Johnson,(852) 353-5134,tofmawe@mahi.uy,Female,266 Wufeni Terrace,FALSE
2022-09-10,CUS18696329624,Mayme,Austin,(604) 722-8175,suzovoco@nu.sd,Female,919 Gageza Mill,FALSE
2022-09-10,CUS48013512748,Gilbert,Flowers,(983) 258-6488,hun@hukucir.pn,Male,1282 Jacdu Junction,FALSE
2022-09-10,CUS85948513060,Jeanette,Allison,(535) 215-5561,zilzegoze@ne.ke,Male,1131 Ofsos Turnpike,FALSE
2022-09-10,CUS51156918536,Chad,Meyer,(505) 554-3269,tun@padokup.my,Female,1318 Kaki Turnpike,FALSE
2022-09-10,CUS52484809248,Laura,Hernandez,(617) 299-8888,imizut@nifej.bo,Male,1307 Nuso View,FALSE
2022-09-10,CUS65605310948,Mina,Hernandez,(525) 941-5247,dic@didca.bw,Male,127 Keuca Court,TRUE
2022-09-10,CUS21034227848,Violet,Lane,(219) 339-4316,wefcim@zabze.co,Male,534 Capop Place,FALSE
2022-09-10,CUS97293672348,Maria,Patton,(946) 421-6971,itesugif@soukbut.gf,Male,800 Hevvu Trail,FALSE
2022-09-10,CUS68177114336,Henrietta,Pope,(345) 285-5905,macalgu@asi.bf,Male,683 Febin Lane,TRUE
2022-09-10,CUS57456090748,Roy,Hudson,(618) 455-6153,mabuf@awvote.om,Male,2000 Kinof Pike,FALSE
2022-09-10,CUS85077960148,Sara,Dean,(923) 438-6303,biocifob@ra.lb,Male,967 Zegoj Road,FALSE
2022-09-10,CUS99301938124,Carrie,Delgado,(422) 223-2417,lifono@cigfawde.pn,Female,8 Vuew Center,FALSE
2022-09-10,CUS21873622560,Anthony,Hanson,(586) 227-6661,muma@zethas.ai,Male,1494 Odwar Drive,FALSE
2022-09-10,CUS77960564960,Isaiah,Carter,(887) 694-3060,fuhej@wo.bz,Female,298 Mesoj Parkway,TRUE
2022-09-10,CUS59787184336,Lawrence,Mendoza,(471) 767-8938,dekutpa@kitaw.lv,Female,1490 Sasag Trail,TRUE
2022-09-10,CUS57345071360,Hallie,Williams,(835) 603-1704,kanab@nagolhu.mr,Female,1703 Jahze Street,TRUE
2022-09-10,CUS64969783548,Billy,Richards,(673) 876-3374,reute@resofo.si,Male,1651 Wifce Avenue,TRUE
2022-09-10,CUS39556791048,Marie,Shelton,(832) 444-5139,zeftozha@gal.mv,Female,1801 Owulu Glen,TRUE
2022-09-10,CUS95519496524,Maud,Hopkins,(607) 284-7546,cij@tub.tz,Male,445 Wogmi River,TRUE
2022-09-10,CUS75571829548,Jared,Patrick,(623) 734-3570,nupefrif@zoh.bi,Female,1409 Sajca Turnpike,FALSE
2022-09-10,CUS21057081712,Derrick,Riley,(857) 786-3361,zol@wogi.lb,Female,1125 Deude View,FALSE
2022-09-10,CUS30977259524,Evelyn,Duncan,(614) 942-4281,he@jonfiudi.lb,Female,1750 Bozi Center,FALSE
2022-09-10,CUS72564466848,Stella,Potter,(709) 497-7165,ukehid@pokif.ke,Female,1315 Kurwu Square,FALSE
2022-09-10,CUS16118875136,Eugene,Vasquez,(910) 615-4332,wehgi@esaoda.cm,Male,889 Celir Terrace,FALSE
2022-09-10,CUS20938224860,Celia,Nguyen,(950) 672-4733,giruru@manrugil.cz,Female,1308 Laan Square,FALSE
2022-09-10,CUS50692985124,Lulu,Torres,(651) 925-4282,duk@kivlutbe.lu,Female,716 Gobto Extension,TRUE
2022-09-10,CUS31499600748,Johnny,Norton,(529) 960-3340,gire@ucda.fk,Female,616 Pezven Trail,FALSE
2022-09-10,CUS89896323760,Eric,Pratt,(822) 207-4152,futjod@kesa.yt,Male,11 Riji Lane,TRUE
2022-09-10,CUS94427715760,Alma,French,(243) 649-9864,ahho@zausoiba.gn,Male,395 Jaod Court,FALSE
2022-09-10,CUS12548503024,Michael,Maldonado,(885) 243-9925,oguugonu@fanepuil.fj,Male,1142 Follo Grove,TRUE
2022-09-10,CUS25940235860,Jacob,Nichols,(487) 473-2315,jufgam@nafe.bv,Male,1182 Bempe River,FALSE
2022-09-10,CUS89007603260,Clyde,Shaw,(861) 244-3884,ralo@mi.de,Female,618 Icumot Highway,TRUE
2022-09-10,CUS88222138060,Gussie,Perez,(614) 773-8730,oweit@jidu.re,Female,717 Bujgif Terrace,FALSE
2022-09-10,CUS90165973448,Michael,Gomez,(861) 979-6639,varot@tab.pk,Male,916 Hoez Center,TRUE
2022-09-10,CUS49132212924,Delia,Cain,(771) 390-5677,decpu@osza.bb,Female,1133 Fepi Pass,TRUE
2022-09-10,CUS51013379448,Harriet,Barber,(463) 618-3032,wutic@te.eu,Male,1909 Rucuj Loop,TRUE
2022-09-10,CUS31460843636,Vernon,Ross,(780) 588-2755,buwtiz@ejebo.dm,Female,1591 Sinba Glen,FALSE
2022-09-10,CUS22066462036,Dean,Stanley,(554) 470-2549,ronma@nigfup.kg,Female,1039 Lobafu View,FALSE
2022-09-10,CUS50836890224,Amanda,Nichols,(601) 927-1223,mato@em.bf,Male,42 Omzo Plaza,FALSE
2022-09-10,CUS49548286724,Joel,Collins,(871) 522-4117,nic@zohda.gg,Female,1958 Adruv Drive,TRUE
2022-09-10,CUS54723065924,Lura,Fowler,(313) 626-8493,fecapu@gebibwiw.dz,Male,1082 Kuwzac Avenue,TRUE
2022-09-10,CUS74927279248,Lelia,Pope,(768) 599-6726,cat@fap.gf,Male,874 Nekcor Boulevard,TRUE
2022-09-10,CUS23119707612,Jorge,Kim,(236) 403-5342,ahi@tu.mx,Female,1634 Reje Lane,TRUE
2022-09-10,CUS79435788348,Caleb,Morgan,(354) 756-1685,lu@fupa.cg,Female,1677 Ceow Square,TRUE
2022-09-10,CUS53058519136,Lucinda,Ballard,(663) 720-7513,la@jor.la,Male,1287 Pales Avenue,TRUE
2022-09-10,CUS21896408948,Lillian,Thomas,(942) 531-5874,ke@apoez.af,Male,1236 Burik Terrace,FALSE
2022-09-10,CUS33313505612,Erik,Fitzgerald,(907) 709-5191,gubauw@babvoatu.mv,Female,1478 Cihufu Pike,FALSE
2022-09-10,CUS92399976736,Maud,Morrison,(977) 671-4899,pozakhiv@guw.pa,Male,1677 Ihru Pike,FALSE
2022-09-10,CUS87277144424,Addie,Thomas,(344) 364-5194,bef@vacvato.jm,Female,201 Keler Road,TRUE
2022-09-10,CUS49456106048,Mamie,Welch,(259) 705-7067,rujinid@jodbazub.bj,Male,1704 Rise Extension,TRUE
